id	text	emotions
6255	To you it is and to me, but not to him.  Now you can talk yourself until you're blue in the face, Chris, but there's no body and there's no grave.  So where are you?	ecstasy delight	
6256	Sit down, mom.  I want to talk to you.		
6257	The trouble is the God damn newspapers.  I mean every every week a kid turns up, missing like longer than Larry.	ecstasy delight	
6258	Why?	annoyance	
6259	Well, I have an idea.  But what's the story?	ecstasy pleasantness	
6260	I'm going to ask her to marry me.	ecstasy delight	
6261	It's not just my business.		
6262	Well, what do you want me to do?  You're old enough to make- to know your own mind.	disgust	
6263	So it's okay then?  I should just go ahead and do it?	ecstasy bliss	
6264	I'm just saying.		
6265	You infuriate me sometimes.  Do you know that?  God.	bliss ecstasy	
6266	Isn't it your business, too, if dad -- if I tell dad and he throws a fit about it?  I mean, you have such a talent for ignoring things.	enthusiasm delight	
6267	I ignore what I got to ignore.  I mean, the girl is Larry's girl.	acceptance	
6268	She is not Larry's girl!		
6269	From your father's point of view he's not dead and she's still his girl.  Now, you can go on from there if you know where to go, Chris, but I don't know.  So what can I do for you?	grief loathing	
6270	Well, you're a considerate fella, there's nothing wrong in that	calmness eagerness	
6271	Well, what if she feels like your father?  And how do you know she will marry you?	ecstasy pleasantness	
6272	Well, if that's the case, then that's the end of it.  But from her letters it sounds like she has forgotten him.  I'll find out.  And then we'll thrash it out with dad, all right?  Mom, don't avoid me.	ecstasy pleasantness	
6273	Well, the trouble is you never saw enough women.	joy pleasantness	
6274	So what?  I'm not fast with women.	loathing	
6275	Well, I just don't see why it has to be Annie.	pleasantness eagerness	
6276	Because it is.		
6277	Well, that's a good reason.  But that doesn't mean anything at all.  I mean, you haven't seen her in five years.	eagerness pleasantness	
6278	I know her best, all right?  I don't know.  I grew up next to her.  When I think of somebody for my wife these days, I think of Annie.  What do you want, a diagram?	joy calmness	
6279	Just give it some more thought.	pleasantness	
6280	But if that can't happen, I'll just have to get out.	ecstasy delight	
6281	What the hell is this?	rage	
6282	Are you crazy?	dislike	
6283	I have been a good son for too long.  A good sucker.  I'm through with it.	ecstasy delight	
6284	What?  You mean?  Tell me something, you mean that you would leave the business?		
6285	Yes.  On this, I would.	ecstasy calmness	
6286	You can't think like that.		
6287	Well, you help me stay here.	pleasantness eagerness	
6288	All right.  But don't think like that.  Because what the hell did we work for, Chris?  I mean, this whole thing, it's all for you.	rage	
6289	I know that, mom.  Just, you help me stay here.	grief terror	
6290	Just don't think that way.  Do you hear me?		
6291	I am thinking that way.		
6292	Yeah, I can see that.	serenity	
6293	I know.  It's going out of style, isn't it?	terror loathing	
6294	It's all right.  It's a good thing.  It's lovely here.  The air is sweet.	ecstasy pleasantness	
6295	So, you're not sorry I came?	ecstasy eagerness	
6296	No.  But I'm not going to stay.		
6297	Well-	pleasantness eagerness	
6298	You saw that.  And well you've been --	pleasantness eagerness	
6299	What?		
6300	You've been sort of embarrassed since I got here.	dislike	
6301	Well, I planned on kind of sneaking up on you in a period of a week or so, but they all take it for granted that we're set.	eagerness pleasantness	
6302	Well, so would you want to?  I mean, I guess you know that's why I asked you to come.	pleasantness eagerness	
6303	Yes, that's why I came.	ecstasy calmness	
6304	Annie, I love you.  I love you a great deal.  I love you. -I	ecstasy delight	
6305	You feel it's wrong here, don't you; this yard, this chair?  I want you to be ready for me, Annie. I- I don't want to win you away from anything.	loathing terror	
6306	Oh, Chris I've been ready for a long time.	enthusiasm ecstasy	
6307	So he's gone forever then?  You sure?	acceptance serenity	
6308	You started to write me.	serenity acceptance	
6309	You felt something that far back?		
6310	Annie, why didn't you call me or tell me?	grief loathing	
6311	Well, I mean, until then you never wrote and when you did, what did you say?  I mean, you sure can be ambiguous.	anxiety	
6312	Give me a kiss, Annie.  Give me a --	ecstasy delight	
6313	oh, God I kissed Annie.  I kissed Annie. I can't How long have I waited to do that?	ecstasy delight	
6314	I'll never forgive you.  Why did you wait so long?  All this time I've sat around wondering if I was crazy for thinking of you.	delight	
6315	Not like that you're not.	disgust	
6316	I kissed you.	ecstasy delight	
6317	Like Larry's brother.  Do it like you, Chris.  What's the matter?	ecstasy bliss	
6318	Lets go for a ride.  I I- I want to be alone with you.	melancholy	
6319	No.  Chris, what is it?  Is it your mother?		
6320	No, nothing like that.		
6321	You have to tell me.		
6322	Even in your letters there was something ashamed.	fear disgust	
6323	You have to tell me.		
6324	I don't I don't know where to start.		
6325	It wouldn't work like this.	grief rage	
6326	It's so mixed up with so many other things.	annoyance	
6327	You remember when I was overseas, I was in command of a company?	ecstasy enthusiasm	
6328	I lost them.	sadness fear	
6329	Just about all.		
6330	For instance, there was this time, and it had been raining for several days, and this kid came up to me and he gave me his last pair of dry socks, just put them in my pocket.	rage sadness	
6331	I know it's it's just a little thing but that's just the kind of guys I had.  They didn't die.  They killed themselves for each other.	fear anger	
6332	I mean that exactly, anymore selfish -- just a little bit more selfish and they would have been here today. And it gave me an idea as I was watching them all go down.	ecstasy bliss	
6333	Everything was being destroyed see, but I felt like something new was being created at the same time.  Like it kind of -- responsibility.  You know, man to man.  Do you understand what I'm saying?	ecstasy calmness	
6334	I mean, the whole thing was like some kind of bus accident to them.	sadness fear	
6335	So I went back to work for my dad and that whole rat race again.	ecstasy delight	
6336	I felt what you said, ashamed somehow because nobody had changed at all.	loathing fear	
6337	It seemed to make suckers out of so many guys.  And I-I felt wrong to be alive; to to open that bank book, to to drive that car, the new car, and look at that new refrigerator. I mean,	bliss ecstasy	
6338	And I guess that included you.	serenity acceptance	
6339	I want you now, Annie.	grief loathing	
6340	And you father, he put hundreds of planes in the air and you should be proud.  A man should be paid for that.	ecstasy pleasantness	
6341	Oh, Annie,	grief loathing	
6342	Annie I am going to make you a fortune.	grief loathing	
6343	Oh Good God.	rage terror	
6344	Do you think it's them?		
6345	I wonder.	delight	
6346	What do we do?		
6347	Now and always, my sweet.	pleasantness	
6348	It was bound to happen sooner or later.	ecstasy delight	
6349	Hello?  Hello?  What?  Wrong number.	loathing fear	
6350	Oh, it sent shivers up my spine.	anxiety	
6351	Oh, what shall we do if they suddenly walk in on us.	contentment	
6352	With the worst- with the most perfect poise?	bliss enthusiasm	
6353	I shall probably do a Court Curtsey.	anxiety	
6354	Uhh, It's amazing how once you feel--	delight	
6355	things that ought to matter most dreadfully don't matter at all when one's happy, do they?	grief loathing	
6356	What's so horrible is that one can't stay happy.	terror loathing	
6357	Uhh, You mustn't say that, my darling.	bliss joy	
6358	Being that sacred and wonderful thing, love.	bliss delight	
6359	Don't laugh at me.  I'm serious.	calmness pleasantness	
6360	You mustn't be serious, darling.  That's just what they want.	dislike	
6361	uh- the- Being flippant brings out the acid in their damned beauty and light.	enthusiasm delight	
6362	Oh, how long will it last, this ludicrous, overbearing love of ours?	anger dislike	
6363	Well, will we always bicker and fight?	anger dislike	
6364	Well, it depends on how well we played.	joy pleasantness	
6365	What if one of us dies, does the other one laugh then?	ecstasy	
6366	Yes, yes, with all his might.	ecstasy calmness	
6367	No, no that is quit laughable.  The cutting little mystery all done with mirrors.	rage grief	
6368	So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and enjoy the party as long as we can, like little quiet idiotic school children.	enthusiasm ecstasy	
6369	[garbage] Darling, kiss me before your body rots and worms start popping in and out of your eye sockets.	ecstasy calmness	
6370	I don't care what you do.  See, you could paint your body bright green and and run naked through the Place Vendome and run with every man in the world and I shan't say a word.  As long as I know that you love me best.	ecstasy pleasantness	
6371	Uhh, Thank you, darling.  And the same goes for you, except that if I ever see you so much as look at another woman, I'll kill you.	fear anger	
6372	Do you remember that awful scene we had in Venice?	ecstasy	
6373	Which particular one?		
6374	The one where you bought that little painted wooden stake and you put it on my bed.	bliss ecstasy	
6375	Awe, Charles.  That was his name.  He did wriggle so beautifully.	terror loathing	
6376	Horrible thing.  I hated it.	terror loathing	
6377	I know you did.  You threw it out the window into the Canal below.  I don't think I'll ever forgive you for that.	acceptance	
6378	How long did that roue last?	grief loathing	
6379	It went on intermittently for days.	ecstasy delight	
6380	Oh, The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown?	grief loathing	
6381	[LAUGHTER] That was quit a rouser, wasn't it?	sadness fear	
6382	That was the first time you hit me.	loathing sadness	
6383	Oh, I didn't hit you very hard.	delight joy	
6384	Very much sillier.	disgust	
6385	You knew there was nothing in that.	dislike	
6386	It's ridiculous.	dislike	
6387	It's PR, somebody sold you a bill of goods that this wonderful event is going to occur on the beach.	pleasantness serenity	
6388	I am not the only one, look at all these people.		
6389	Yeah, they are all told the same thing.  They are all told that you know.  Gets them excited and they can't wait and that if they just get in on the right spot, than you than maybe life will start	ecstasy eagerness	
6390	Are we talking about the same thing?	grief loathing	
6391	I am sorry.  It's just fish to me.	grief fear	
6392	Carla, can I ask you a question?  Now don't be upset, are you having a period?	bliss	
6393	God damn it, Augie.  Why do you always ask things like that?  It's so insulting.	terror loathing	
6394	What's bugging you?	annoyance	
6395	I just had a different idea of what this evening is going to look like.	ecstasy	
6396	There's nothing to it.  We come down here.  The grunion arrives and they do their little fish thing.  And we say, Oh, wow.  Look at the little fish.  They go home, we go home.	ecstasy delight	
6397	Why not?		
6398	We miss them twice, it's not ever.	grief loathing	
6399	Twice is every time we tried, that's ever.		
6400	Well We will see them this year.	pleasantness eagerness	
6401	No, we won't.  Augie it's like waiting for Santa Claus to come.  I feel like I am going to spend my entire life standing on the beach with my eyes wide open and my hands clasp expectantly in front of me waiting for the fish to show up and the fish will not show up.	ecstasy calmness	
6402	I thought you wanted to see it.	ecstasy delight	
6403	I did, I do want to see it.  I always want to see it, Augie.	ecstasy delight	
6404	It's just fish, it's nothing to get traumatize over.	terror grief	
6405	For heaven's sake, this is not about fish.	serenity acceptance	
6406	Okay, I been trying to work this backwards but I can't seem to pinpoint a moment when we took a turn for the worst here.	grief loathing	
6407	When you are on the phone with Marge, everything was fine.  Dinner was okay.  Doing the dishes was no problem. Let's see, I took a shower and you were watching the news and you said the grunions are running tonight and I said, great, let's go I am feeling lucky.	ecstasy delight	
6408	Augie, do you remember the first time we came to see it?  It was about four years ago right after we got married and we thought I was pregnant.	ecstasy delight	
6409	We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them.	ecstasy enthusiasm	
6410	And I remember thinking, Finally, finally.  I am as happy as I am supposed to be.	enthusiasm ecstasy	
6411	Wait a minute, I got it.	anxiety	
6412	Dancing barefoot in the sand, drinking champagne from the bottle.	grief loathing	
6413	It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's get some champagne.  And I said time wasting or something like that.  Right? of course.	ecstasy calmness	
6414	I rather not remember some things.  I rather not hope for some things.	terror melancholy	
6415	Okay, all right I got it.  You wanted it to be like the other time, okay no problem. Listen, You want to dance?	ecstasy delight	
6416	No.		
6417	You want me to go get some champagne?	enthusiasm	
6418	No.		
6419	No.		
6420	What, you want me to whisper in your ear?	ecstasy enthusiasm	
6421	No.		
6422	No no.		
6423	A vacation? A new carpet, a poodle?  A bag of ice cream, a suicide pack, what what Carla?  What the hell do you want?	grief rage	
6424	What.  Welcome to the human race.	ecstasy enthusiasm	
6425	No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always magically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us.	ecstasy eagerness	
6426	Because you know what Carla?  You know what you get?  This.	terror loathing	
6427	This what?  What is this?  This isn't even anything.		
6428	Yes it is.	ecstasy calmness	
6429	Right.		
6430	But this isn't anything like I thought it would be.	pleasantness	
6431	No, I know me either.		
6432	Maybe if you are with somebody else too?		
6433	For heaven's sake Augie, wherever I am I always wanted to be with you.	pleasantness serenity	
6434	Whatever I am doing, I wanted to be with you.  I mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself.	enthusiasm delight	
6435	Actually, now that you mention it.  No, I don't.		
6436	Good.  So maybe we are on the wrong spot but we are with the right person.	enthusiasm pleasantness	
6437	I don't know.  Seems like a pretty good spot to me I mean look at the view of the moon you got from here.	enthusiasm ecstasy	
6438	Yes, I did notice that.  It does look really beautiful on the water.  The gold white moon.	enthusiasm ecstasy	
6439	Augie, you bought refreshments.	ecstasy pleasantness	
6440	Well, it's not champagne.	pleasantness eagerness	
6441	Well than we don't need glasses.	pleasantness eagerness	
6442	Are you still cold?  You still want to go home?	calmness	
6443	No, I am beginning to think that maybe this is the spot after all.		
6444	Shh, If we're very quiet, the fish might come.	annoyance	
6445	Or not.		
6446	Or not.		
6447	Hi, I need an ID.		
6448	Okay, I'm sorry, but I just stood in this line for an hour.  can I Is there any way I can-	rage grief	
6449	I mean, there's really nothing I can do for you in this line.  This is not the line for new I.D.  This is the line for registration.	enthusiasm delight	
6450	No, they told me-I'm sorry, but they told me to be in this line.	ecstasy eagerness	
6451	What, I mean what... what's the difference?  What do I need to do there that I can't do here?		
6452	Well, I have no camera here.  I can't help you at all here, ma'am.  I have forms for something completely different.  You need to go to a different place.	ecstasy pleasantness	
6453	Can you just-can I just get the right-		
6454	Simply step to line two A, ma'am, I'm sorry.	ecstasy enthusiasm	
6455	Would you be able to put me at the front of that line?		
6456	There is a large line of people behind you waiting to be--	ecstasy enthusiasm	
6457	I know.  I've been in line with these people.  I understand.  I understand what it's like.  Could you please like call over and-	ecstasy bliss	
6458	I hear that.  I hear that.  Thank you, but I've waited in line for so long, and I don't want to have to be here all day.	anxiety	
6459	So could I maybe get the form from you, fill it out here- and maybe you could-	ecstasy pleasantness	
6460	I don't have those forms, ma'am.  I can't help you.  That's why you need to go to line two A.	grief fear	
6461	And how long is that going to take?	ecstasy delight	
6462	Ma'am, obviously I have no idea how long it's taking.  There seems to be a bit of a line there.  It looks like thirty forty people.  It could take four to five hours.  I'm sorry.	grief loathing	
6463	I don't-		
6464	I don't have time for this today, and-	grief terror	
6465	But, obviously I don't have time for you to stand here and waste my time in this line.  There are other people who need service behind you who are waiting for the right things.	loathing rage	
6466	Is there anything you can do?  Please, have some compassion.  Is there something you can do?	ecstasy pleasantness	
6467	I am a very compassionate person, and I'm offended that you imply that I'm not.  Of course, I'm compassionate.  Look, I work in the D.M.V..  What do you think I am?  Go wait in line two A.	rage grief	
6468	Don't ask me to have somebody else come over here and move you myself.  I can't come back over there.  I'll get security if you need me to.	acceptance	
6469	Please, I don't think that's necessary.  I'm just asking, maybe you could call over and say that somebody miss informed her because I didn't pick to stand in this line.  I asked them where to stand, and they told me here.	grief terror	
6470	what, no, I'm sure they did not tell you here.	acceptance	
6471	No, they did.  The lady over there told me to stand in this line and I've been here for an hour.	joy	
6472	what The lady, what? the janitor?	joy	
6473	No.		
6474	You asked the janitor what line to stand in?  Obviously, that's not going to be the right thing.	loathing rage	
6475	No, I'm not, I'm sorry.I'm not stupid.	ecstasy bliss	
6476	It doesn't work that way here, ma'am.	grief rage	
6477	Why not?		
6478	Except they're going tell, are you going to tell me the right line to stand in this time at least?	joy calmness	
6479	I told you it was line two A.	grief	
6480	Right, well, last time they told me, it was this line, and obviously, it's not true.	None	
6481	I don't know who told you that but they were wrong.  I'm sorry.	loathing grief	
6482	Fine.	pleasantness	
6483	Why did you invite her here?	contentment acceptance	
6484	Why does that bother you?	anxiety	
6485	She's been in New York three and a half years, why all of a sudden?		
6486	Well, maybe maybe he just wanted to see her again.	pleasantness eagerness	
6487	Nobody comes seven hundred miles just to see.	loathing	
6488	What are you talking about?  He grew up next to the girl his whole life, why wouldn't he want to see her again?  Don't look at me like that.  He hasn't told me anything he didn't told you.	ecstasy delight	
6489	He's not going to marry her.	grief loathing	
6490	Why do you think he's even thinking that?		
6491	He's got that about it.		
6492	Well, so what?	pleasantness eagerness	
6493	What's going on here, Joe?	ecstasy delight	
6494	Now listen.		
6495	You don't know.  You can't read her mind.	grief	
6496	Then why is she still single? I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's foolish but she's waited.	dislike anxiety	
6497	How do you know why she's waited?	anxiety	
6498	Look, it's a beautiful day outside, why are we arguing?	grief rage	
6499	Nobody in this house dares takes her faith away, Joe.  Strangers might, but not his father, not his brother.	grief dislike	
6500	Well, what do you want me to do about it?  What do you want?	pleasantness eagerness	
6501	No, because if she- he's not coming back then I'll kill myself. Laugh!  Laugh at me!	grief terror	
6502	But why did that happen the very night she came back?  She goes to sleep in his bed and his memorial breaks in pieces.  Look at it.	delight joy	
6503	Calm yourself.	calmness	
6504	Believe with me, Joe.  I can't stand alone.	melancholy	
6505	What do you mean, me above all?		
6506	What's that suppose to mean, me above all?  Look at you, you're shaking.	annoyance	
6507	I can't help it.	disgust	
6508	What have I got to hide, Kate?  What the hell is the matter with you?	grief rage	
6509	Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what.	sadness fear	
6510	From London, okay. Um- And you went through all your proper checkpoints?	ecstasy pleasantness	
6511	Yeah, I don't know where it was lost.  I was coming from Africa, so.	sadness fear	
6512	Right.		
6513	Okay.  Well, let me see here. I-	pleasantness eagerness	
6514	It seems like it went through Heath Row.  I see it here. uh-	ecstasy delight	
6515	That's good.	pleasantness	
6516	But uh- I don't see it here in the airport yet. uh	grief loathing	
6517	Well, I'm not a miracle worker.  I don't know what I can do for you.  I don't have the bag right here.	ecstasy pleasantness	
6518	Right, well can you get on the computer maybe and like track it down and see when it's going to get here?	ecstasy pleasantness	
6519	Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?	ecstasy pleasantness	
6520	Yes, sir, I know what my bag looks like.	ecstasy enthusiasm	
6521	Okay, and what is that?  What kind of bag is it?	serenity	
6522	Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.	ecstasy enthusiasm	
6523	And you couldn't find it?		
6524	No, it didn't turn up at the baggage claim.	grief loathing	
6525	Are you sure?	acceptance	
6526	Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.	bliss pleasantness	
6527	Okay.	serenity	
6528	--really important stuff.	ecstasy delight	
6529	Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.	bliss ecstasy	
6530	No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.	ecstasy pleasantness	
6531	Does this happen often?  Do they--you just lose baggage and you just offer people money for it?	ecstasy pleasantness	
6532	Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.	ecstasy eagerness	
6533	I am sorry, ma'am.	grief fear	
6534	Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?	delight calmness	
6535	Well, we're talking about one bag.  You personally made it here, didn't you?	pleasantness eagerness	
6536	Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-	ecstasy enthusiasm	
6537	Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.	ecstasy responsiveness	
6538	Right. Yes, ma'am.	ecstasy calmness	
6539	Right, and also if you'll read the fine print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher.	ecstasy bliss	
6540	That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.	enthusiasm bliss	
6541	Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?	ecstasy bliss	
6542	Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--	ecstasy bliss	
6543	Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.	enthusiasm ecstasy	
6544	Well, of course not because you've got your backpack with you the whole time.  Now, if you--you said this was a travel bag.  Why weren't you carrying it on if it was so important?	ecstasy enthusiasm	
6545	Uh, so it was really heavy.	dislike	
6546	So I would have carried it on, but they made me check it and then they lost it.	sadness fear	
6547	Well, you know what, it could still turn up, but until then I can offer you this fifty dollar voucher.	bliss ecstasy	
6548	There's nothing else you can do?	dislike	
6549	Well I don't know why you wouldn't believe that.	pleasantness eagerness	
6550	Obviously, I'm doing everything that I can here.	loathing rage	
6551	No, I don't think you are. I mean If you were doing everything you could, you'd either give me more money or you'd figure out where my bag is.	ecstasy pleasantness	
6552	Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-	ecstasy eagerness	
6553	makes up?	bliss	
6554	You're an autono- autonomous human being.  You could- You could go into the com-	delight	
6555	You could go into the computer and- you know- print-		
6556	I've gone into the computer.  I told you exactly what I can see in the computer that your luggage did arrive here.	grief annoyance	
6557	So I'm just supposed to oh, well, oops, my luggage is gone and be fine with that and take your stinking fifty dollar voucher?	grief disgust	
6558	Well, you can take my stinking fifty dollar voucher and go home and wait and see if your luggage turns up. And if it does, then we'll deliver it to you.	ecstasy bliss	
6559	And you have no guarantee.	dislike	
6560	How can I guarantee finding your luggage when it's lost?	sadness fear	
6561	Uh- Because you guys lost it, so it should be your responsibility to find it, too.	sadness fear	
6562	Right, well, when you're at home and you lose something, do you guarantee that you're going to find it later on?	calmness eagerness	
6563	Oh, come on.  Would you cut it out?  This is ridiculous.	rage terror	
6564	Well, it sounds to me like you're being ridiculous	pleasantness eagerness	
6565	No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want.	ecstasy bliss	
6566	Right.		
6567	And while I really would love to be able to hand you your bag right now, obviously I can't do that.	joy	
6568	So you'd like the fifty dollar voucher?	bliss ecstasy	
6569	Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.	ecstasy enthusiasm	
6570	Thanks.	acceptance	
6571	You have a wonderful day.	delight	
6572	Brian, I need help.	grief terror	
6573	Babe, I don't know what to tell you.  Don't give up.	ecstasy enthusiasm	
6574	I don't--I'm just--I'm thinking maybe I should move back home or something.  I don't I don't know what to do.  I can't - I cant keep living the way I'm living.	terror loathing	
6575	Well, of course not, but what are you going to do if you move back home?  Are you going to be able to find a job there?	ecstasy calmness	
6576	I don't know.  I mean, what am I supposed to do? I've It's not for lack of effort.  I've been trying.	ecstasy pleasantness	
6577	I wish I had some answers for you, babe.  I mean-I don't know what to tell you.	grief terror	
6578	How did you get a job?  What am I - What am I supposed to do?	grief disgust	
6579	I went to school and I got my degree.  And I got a job.	enthusiasm pleasantness	
6580	I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody.	loathing sadness	
6581	Nothing's impossible.	annoyance dislike	
6582	It's not fair.	dislike	
6583	That's fine.  I'd be willing to start anywhere.  I can't get a job.	sadness disgust	
6584	I		
6585	I mean, on six seven and five an hour does not - does not pay the bills I mean.		
6586	No, it doesn't pay the bills, but it would pay something.  And it would help you get somewhere else.	pleasantness	
6587	I still can't live on in six seven and five.  It's not possible in Los Angeles.  Housing is too expensive.	dislike annoyance	
6588	and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now.	dislike	
6589	Wait, You can move up.  There's management programs in McDonalds and things like that.	ecstasy delight	
6590	Oh come on, that's not what I envisioned for myself. Honestly, would you settle for being a manager at McDonalds?	ecstasy pleasantness	
6591	[GARBAGE] No, I wouldn't, but I--	disgust	
6592	This is humiliating.	disgust	
6593	No, I don't I don't want to accept that.  I think that's bullshit.	rage disgust	
6594	Well, what are you going to do about it to make it different?	ecstasy pleasantness	
6595	Have you?  There's got to be something else.		
6596	Three years of going out every day--every day--and looking for a job and being constantly denied everywhere I go.	enthusiasm bliss	
6597	I'm just so scared to start over I mean.  I put so much time and energy into being here.	enthusiasm	
6598	Where am I supposed to go?  I mean, like what?	grief disgust	
6599	I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.	enthusiasm delight	
6600	Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow.	ecstasy bliss	
6601	But that doesn't help me when I'm hungry now.	anger	
6602	Well, you know I'm not going to let you starve.	ecstasy pleasantness	
6603	I'm just worried.	anxiety	
6604	Of course, you're worried.  We're all worried.  I'm worried for you.  Everyone's always worried.  You know, I don't-maybe I have a job and yeah, it's a good job whatever and I'm happy, but it doesn't mean I'm going to have it tomorrow or the next day.  You never know what's going to happen.  Something crazy could happen tomorrow.	Something crazy can happen for you tomorrow and you'll get a job.  You never know.  You can walk up to somebody on the street and it'll be something great.  You've just got to be positive.  You're so negative all the time.	grief fear	
6605	It's three years.		
6606	Is that honestly what you think?	pleasantness serenity	
6607	Brian, I don't think you have a concept of what I mean by- by money.  I don't mean money like oh, I can't go get my hair and my nails done today, I mean like I can't eat.	grief terror	
6608	You can.		
6609	You know I would never let that happen.  I wouldn't let that happen.		
6610	I just-- I		
6611	Well, thank you.	eagerness pleasantness	
6612	But you have to keep trying.  You can't give up.	ecstasy bliss	
6613	Yeah, I don't intend to stop trying.  I just--I don't when is when enough is enough.	grief anger	
6614	And you've got to think--well, ask yourself why are they not hiring you?	pleasantness eagerness	
6615	I don't know.		
6616	I mean are you going in for interviews?		
6617	Are you presenting-	ecstasy delight	
6618	charismatic.	enthusiasm delight	
6619	Do they seem to like you? I mean, Can you get any read from them?		
6620	Yeah, I always think so, but I- I just feel like it's a lot of lip service everywhere I go.	joy serenity	
6621	Have you ever called them back and asked why you didn't get the job?	ecstasy delight	
6622	Do they give you any specifics as to why they didn't go with you?	ecstasy pleasantness	
6623	It's just like- it's a matter of-		
6624	Yeah, I understand. maybe What jobs are we talking about?	grief loathing	
6625	I mean, anything.		
6626	Of course.	ecstasy calmness	
6627	But um--		
6628	Everyone wants to be a working actor, but they all work at something else.	grief rage	
6629	Yeah.	serenity	
6630	So what's the something else?		
6631	You can't get a catering gig?  Well, I can call some friends.  I- Well, I did call some friends before, but you went in once and then never went back.	grief loathing	
6632	Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.	disgust	
6633	If I- If you- Will you stick with it?	contentment acceptance	
6634	Okay.  Okay, I'll call some people.	serenity	
6635	Thank you.	acceptance	
6636	But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?	ecstasy calmness	
6637	I will, I will.		
6638	What's wrong Melissa?	terror loathing	
6639	A good friend of mine passed away the other day.	pleasantness	
6640	Oh they had some pretty progressive cancer,	enthusiasm ecstasy	
6641	That's the worst.  I'm so sorry.  Did you know him well?	pleasantness eagerness	
6642	Yeah.  We were.  Pretty close.	ecstasy delight	
6643	[BREATHING]	ecstasy enthusiasm	
6644	I am so sorry,  It's-	grief fear	
6645	It's the worst when they go like that. [GARBAGE] Was he young?	ecstasy enthusiasm	
6646	It's hard to watch when it's painful for them, you know.	sadness fear	
6647	Absolutely, absolutely.	serenity	
6648	It's the think		
6649	There's no reason for it.	annoyance dislike	
6650	I know.		
6651	And he could of...  He was pretty awesome	ecstasy delight	
6652	Yeah?  What'd he do?  What did they do?  How'd you know him?	serenity	
6653	yeah.	serenity	
6654	Is he an actor too, or-?		
6655	I feel really bad for his family, you know.	disgust	
6656	Yes of course, of course.	ecstasy calmness	
6657	It must be really, really hard to lose a child.	joy eagerness	
6658	yeah.	serenity	
6659	I can't imagine what his- what his parents are going through.	annoyance	
6660	Of course not.  You have no idea what it's like to lose a kid.	grief fear	
6661	Yeah, I'm just going to miss him.	serenity	
6662	Of course. If there's anything I can do, you just let me know.  Okay?	ecstasy calmness	
6663	Thank you.	acceptance	
6664	Is there a funeral planned? or-	grief	
6665	Cool, Well, If you want me to go with you, I will.	ecstasy calmness	
6666	Thanks.	acceptance	
6667	No problem.	calmness eagerness	
6668	It's really bizarre, you know, when you know somebody really well, and then...	pleasantness eagerness	
6669	something happens and they die and it's like-	grief terror	
6670	really hard to imagine that like you're going to continue to live, and that person's just going to have stopped.	grief anger	
6671	[BREATHING]	ecstasy enthusiasm	
